GCLAverageExpertLogPtau,Entropy,GCLMedianExpertLogQtau,GCLMedianLogQtau,AvgRewardCtrl,AvgRewardContact,GCLAverageEnergy,ProcessExecTime,PolicyExecTime,AveragePolicyStd,GCLAverageExpertEnergy,GCLLogZ,ExplainedVariance,Iteration,ItrTime,MinReturn,IRLLoss,MeanKLBefore,NumTrajs,LossBefore,EnvExecTime,Perplexity,IRLRewardMin,GCLAverageLogPtau,AverageReturn,AvgRewardFlipped,IRLRewardMax,IRLRewardMean,Time,OriginalTaskAverageReturn,GCLAverageLogQtau,AvgRewardFwd,StdReturn,GCLDiscrimLoss,dLoss,GCLAverageExpertLogQtau,AverageDiscountedReturn,MaxReturn,LossAfter,GCLAverageDtau,GCLAverageExpertDtau,MeanKL
-9.213,11.3645,-13.1399,-10.9954,-0.0996646005808,-0.00252870285484,13.8541,0.1447134017944336,0.31867098808288574,1.00172,10.2206,-0.881178,0.984675509656,10,8.567115545272827,-7142.90836668,0.493471,0.0,20,-1.13644576073,6.571530103683472,86202.7,-24.4689,-12.9729,-6892.37604834,0.0,-3.60603,-13.7848,101.18148016929626,-47.7138304608,-11.3281,0.00676564251397,127.731455899,0.493471,0.044842839241,-13.76,-1387.40786271,-6661.37801456,-1.18128859997,0.239136,0.835106,0.00644506094977
-8.72388,11.3629,-13.1404,-11.0281,-0.101326938555,-0.0025588792702,14.1796,0.15253639221191406,0.327190637588501,1.0015,9.86833,-0.974603,0.985357472049,11,8.497392654418945,-7372.83535814,0.414736,0.0,20,-1.13628911972,6.549501895904541,86067.4,-26.3248,-13.205,-7007.30357559,0.0,-3.85857,-14.0146,109.6854898929596,-52.3792024115,-11.3636,-0.000872586998191,192.429912967,0.414736,0.0480508804321,-13.7642,-1423.23821358,-6529.31229877,-1.18434000015,0.21944,0.857404,0.00647736433893
-8.49984,11.3772,-13.127,-11.0358,-0.101574916592,-0.00251847020639,14.8016,0.12838959693908691,0.30790233612060547,1.00329,9.75795,-1.09324,0.982024295897,12,8.601004123687744,-7488.50171328,0.32088,0.0,20,-1.13772428036,6.6488258838653564,87311.9,-26.9944,-13.7083,-7295.75150108,0.0,-4.11418,-14.5915,118.2930953502655,-54.3433790373,-11.3771,-0.00459337127647,179.59513885,0.32088,0.0568982362747,-13.7252,-1469.7724476,-6715.0676713,-1.19462251663,0.177751,0.860694,0.00991355441511
-8.24708,11.3886,-13.1097,-11.0228,-0.101314232994,-0.00253471560812,15.121,0.09534430503845215,0.3047962188720703,1.00473,9.63467,-1.19765,0.983939519427,13,8.610889911651611,-7757.1950407,0.323057,0.0,20,-1.13886392117,6.739379405975342,88312.8,-27.2444,-13.9234,-7460.08399254,0.0,-3.94699,-14.9202,126.91026949882507,-48.5773182789,-11.3582,0.00669431204387,236.088661636,0.323057,0.0476497411728,-13.7049,-1515.66975426,-6972.47794819,-1.18651366234,0.157791,0.86515,0.00644663535058
-7.78002,11.3962,-13.1355,-11.0245,-0.100162235659,-0.0025026615294,15.4128,0.09447836875915527,0.31305360794067383,1.00568,9.31363,-1.36069,0.984602687305,14,8.52388596534729,-7877.03337431,0.26866,0.0,20,-1.13961899281,6.653656005859375,88982.3,-26.1266,-14.0521,-7537.81164541,0.0,-3.81048,-15.0756,135.44056749343872,-47.88177826,-11.3572,0.00690134066854,202.49647141,0.26866,0.055403470993,-13.6998,-1529.64013446,-7169.59296942,-1.1950224638,0.142959,0.878911,0.00983126834035
-7.31612,11.3995,-13.1361,-11.0586,-0.101179557372,-0.00248532784751,15.43,0.09633517265319824,0.3387584686279297,1.0061,8.9284,-1.411,0.983078979323,15,8.603049039840698,-7953.40708256,0.316755,0.0,20,-1.13995170593,6.731953859329224,89279.0,-28.5426,-14.019,-7600.65435302,0.0,-4.50356,-15.2013,144.05658173561096,-57.9982216401,-11.3829,-0.0123315580605,229.086246547,0.316755,0.0480575561523,-13.6965,-1524.36460445,-6912.42885494,-1.18800926208,0.143603,0.895746,0.00641090329736
-7.24172,11.4065,-13.1328,-11.054,-0.101627118505,-0.00247591351832,15.7153,0.10293030738830566,0.3099863529205322,1.007,8.90782,-1.51656,0.98428324859,16,8.53452181816101,-8186.08929014,0.241732,0.0,20,-1.14064884186,6.637210130691528,89903.2,-28.1793,-14.1987,-7764.98545144,0.0,-4.50123,-15.53,152.5974600315094,-48.9333718316,-11.3886,0.00623628836062,223.560582801,0.241732,0.0488239526749,-13.7023,-1568.59962202,-7325.50715017,-1.18947279453,0.129835,0.895046,0.00644232193008
-7.02374,11.4267,-13.1281,-11.0537,-0.101931377214,-0.00251754685238,16.1207,0.09529852867126465,0.3421773910522461,1.00954,8.72374,-1.57251,0.984418502367,17,8.46224594116211,-8196.27044582,0.246238,0.0,20,-1.14266693592,6.5157670974731445,91735.6,-27.1249,-14.5482,-7866.36088703,0.0,-4.77181,-15.7327,161.07187175750732,-44.9241663685,-11.3905,0.0146005913289,207.055678676,0.246238,0.0484458208084,-13.6848,-1595.53452519,-7360.95261049,-1.19111275673,0.115422,0.900129,0.00643539102748
-6.75369,11.4417,-13.1692,-11.0438,-0.101637029462,-0.00246433072927,16.2852,0.10901641845703125,0.3168461322784424,1.01142,8.52101,-1.66282,0.97264522276,18,8.536548376083374,-8253.71036434,0.208205,0.0,20,-1.14416754246,6.668989658355713,93123.0,-29.3213,-14.6223,-7878.19604173,0.0,-4.7836,-15.7564,169.6148099899292,-48.7807598099,-11.3847,0.00653984057105,382.245832778,0.208205,0.0646947622299,-13.7075,-1607.97006955,-6691.30936623,-1.20886230469,0.110841,0.90731,0.00993897765875
-6.26629,11.4552,-13.1651,-11.0878,-0.103331190981,-0.00241960365758,16.0738,0.08903861045837402,0.32922959327697754,1.01315,8.05324,-1.65915,0.978023569813,19,8.401273965835571,-8170.81737995,0.22287,0.0,20,-1.14551913738,6.534142255783081,94390.5,-28.0217,-14.4146,-7730.20756159,0.0,-4.08149,-15.4604,178.02295207977295,-48.9101346062,-11.3978,0.00793052542616,262.247688012,0.22287,0.0622112751007,-13.7048,-1567.39313369,-6902.49282026,-1.20773041248,0.120598,0.923077,0.00992629863322
-6.22261,11.4587,-13.1645,-11.0497,-0.102565922811,-0.00249047654163,16.3744,0.10752058029174805,0.32490015029907227,1.01361,8.02425,-1.76147,0.980859345907,20,8.472044229507446,-8389.29096842,0.221842,0.0,20,-1.14587461948,6.556140422821045,94726.1,-28.6404,-14.613,-7959.86399906,0.0,-4.66464,-15.9197,186.50155663490295,-46.540208051,-11.3948,0.0119759832501,261.347556884,0.221842,0.0480537414551,-13.6902,-1609.96649417,-7378.11282015,-1.19392836094,0.110043,0.922765,0.00646406877786
-6.21049,11.4582,-13.1664,-11.0909,-0.102281629796,-0.0024721219024,16.5777,0.0910179615020752,0.29994797706604004,1.01356,8.00261,-1.75212,0.982996637314,21,8.576112747192383,-8709.16590548,0.241744,0.0,20,-1.14581716061,6.696644067764282,94672.1,-30.0972,-14.8256,-8193.41385896,0.0,-4.81796,-16.3868,195.08711075782776,-56.9808935098,-11.4204,-0.00920803532109,196.73596448,0.241744,0.0478650331497,-13.6657,-1655.99230532,-7905.13790131,-1.19368219376,0.101226,0.921812,0.00652297912166
-6.23769,11.4556,-13.1497,-11.0969,-0.102194630815,-0.00251676076348,17.0262,0.09118843078613281,0.3141210079193115,1.01326,8.05278,-1.80149,0.980338589394,22,8.56333041191101,-8928.83680487,0.214745,0.0,20,-1.14556324482,6.627128839492798,94431.8,-29.4207,-15.2248,-8247.4787564,0.0,-5.2193,-16.495,203.66295742988586,-52.7952900343,-11.4134,-0.000879188490368,333.756678579,0.214745,0.0492080450058,-13.633,-1680.99808331,-7358.63938284,-1.19477128983,0.0874246,0.91697,0.00646192627028
-5.85868,11.4654,-13.0521,-11.0951,-0.10158003803,-0.00247978859863,16.934,0.09177780151367188,0.33467602729797363,1.01454,7.70328,-1.86558,0.974807504284,23,8.626696825027466,-8743.40008259,0.202636,0.0,20,-1.14653766155,6.735028505325317,95356.6,-31.7732,-15.0684,-8231.97504756,0.0,-4.91029,-16.4639,212.30056881904602,-55.5288847815,-11.4179,-0.00699794293484,320.343942727,0.202636,0.0481367111206,-13.5206,-1671.57100879,-7386.80892801,-1.19467437267,0.0878597,0.924329,0.00646143499762
-5.40424,11.4563,-13.0292,-11.0961,-0.101816029847,-0.00244988492049,16.6286,0.09145855903625488,0.31006360054016113,1.01341,7.27058,-1.87418,0.974990153083,24,8.57676386833191,-8586.38781452,0.158138,0.0,20,-1.14562857151,6.679683208465576,94493.3,-29.7534,-14.7544,-8052.3345433,0.0,-4.74466,-16.1047,220.88397765159607,-45.4217143855,-11.4154,0.0134224859962,350.136685447,0.158138,0.0485696792603,-13.4866,-1632.02286754,-7001.09944916,-1.19419825077,0.106276,0.934906,0.00639794673771
-5.35896,11.4589,-12.9222,-11.1178,-0.101574680654,-0.00245921145433,16.7514,0.10358476638793945,0.32592010498046875,1.01379,7.18997,-1.81568,0.974399696084,25,8.472094774246216,-8343.11179352,0.310399,0.0,20,-1.14589059353,6.559155702590942,94741.5,-29.2374,-14.9357,-7918.59922062,0.0,-3.93266,-15.8372,229.3622236251831,-45.3422331842,-11.4345,0.0133494257403,423.144705259,0.310399,0.0654975175858,-13.3888,-1600.53664762,-6698.14392972,-1.21138811111,0.103207,0.934229,0.00986147485673
-5.52303,11.4802,-12.8609,-11.1121,-0.102745939913,-0.00247925525574,16.9697,0.09667658805847168,0.3398449420928955,1.01654,7.30015,-1.77762,0.977641112201,26,8.73104453086853,-8675.08835602,0.190759,0.0,20,-1.14801716805,6.8104541301727295,96777.5,-29.3444,-15.1921,-8239.35378984,0.0,-3.21276,-16.4787,238.1001000404358,-47.5454586366,-11.4402,0.0101342778957,332.161991969,0.190759,0.0642488002777,-13.339,-1655.1839001,-7311.29426289,-1.21226596832,0.0938447,0.928472,0.00977688562125
-5.37802,11.5043,-12.8693,-11.1158,-0.102277486097,-0.0024951142204,17.1591,0.09912252426147461,0.3350050449371338,1.01975,7.1064,-1.7625,0.980622234597,27,8.464394330978394,-8752.49530029,0.231345,0.0,20,-1.15042662621,6.590224504470825,99137.9,-31.7665,-15.3966,-8285.97260628,0.0,-4.90714,-16.5719,246.57068181037903,-51.3059104692,-11.4386,0.00216077937931,261.673746288,0.231345,0.0462341308594,-13.359,-1688.19786099,-7629.53435564,-1.19666075706,0.0866321,0.931357,0.00643542176113
-5.16435,11.5,-12.8951,-11.124,-0.101940858531,-0.00246898648128,17.0888,0.0923454761505127,0.3374207019805908,1.01923,6.90899,-1.78325,0.97992022692,28,8.621790170669556,-8750.47500563,0.191903,0.0,20,-1.14999866486,6.722501039505005,98714.5,-31.6721,-15.3056,-8305.16961956,0.0,-3.14196,-16.6103,255.19881081581116,-41.094058112,-11.4562,0.0222217287884,227.078818945,0.191903,0.0478810071945,-13.3703,-1673.9037699,-7898.61640167,-1.19787967205,0.094606,0.936647,0.00643838196993
-5.20202,11.5026,-12.8712,-11.1033,-0.102725871039,-0.00245481604327,17.5817,0.10982942581176758,0.29567670822143555,1.01956,6.99726,-1.87325,0.982119875054,29,8.484196901321411,-8827.44252062,0.153097,0.0,20,-1.15025937557,6.588550806045532,98972.2,-30.5,-15.7084,-8394.57921772,0.0,-5.10266,-16.7892,263.6892993450165,-44.6059839877,-11.439,0.015968719107,275.95308502,0.153097,0.0457017421722,-13.3393,-1697.777504,-7807.61451817,-1.19596111774,0.078359,0.933251,0.00643322523683
-5.05646,11.493,-12.8473,-11.1172,-0.10256326274,-0.0024604192925,17.6109,0.09564614295959473,0.3165433406829834,1.01831,6.9261,-1.92168,0.979089138283,30,8.496097803115845,-9009.19546986,0.167884,0.0,20,-1.14930415154,6.600163459777832,98031.1,-30.5759,-15.6892,-8505.62218032,0.0,-5.49389,-17.0112,272.19155073165894,-44.3024546587,-11.4573,0.0164187727155,295.154449185,0.167884,0.0465434789658,-13.3035,-1726.74110543,-7792.09449244,-1.1958476305,0.07809,0.932748,0.00642529316247
-4.96507,11.4963,-12.7563,-11.1196,-0.102058387765,-0.00250810549446,17.5795,0.09587764739990234,0.3192744255065918,1.01872,6.92958,-1.99021,0.981017292048,31,8.416942834854126,-8938.90186691,0.221386,0.0,20,-1.14963388443,6.541767835617065,98354.9,-36.0426,-15.5893,-8598.02070529,0.0,-5.01279,-17.196,280.61528611183167,-44.3349717801,-11.4544,0.0158965496989,309.983746042,0.221386,0.0475293397903,-13.2171,-1748.46424893,-7504.15897036,-1.19716322422,0.0781045,0.929583,0.00647182762623
-4.83398,11.4996,-12.75,-11.0924,-0.102114472004,-0.00247713079543,18.1483,0.09723544120788574,0.30711817741394043,1.01908,6.88811,-2.15754,0.976527462341,32,8.47923231124878,-9352.27766752,0.227711,0.0,20,-1.14995658398,6.605737924575806,98672.6,-34.4525,-15.9908,-8808.79373975,0.0,-4.72202,-17.6176,289.10094809532166,-46.4399446064,-11.4296,0.0117117135867,312.564201158,0.227711,0.047562122345,-13.201,-1771.09221559,-8209.68015718,-1.19751870632,0.0615107,0.927816,0.0064489133656
-4.66381,11.4866,-12.7503,-11.1296,-0.104231959616,-0.00245876658402,18.1838,0.09746789932250977,0.32799649238586426,1.01754,6.78844,-2.19021,0.98032845209,33,8.519341230392456,-9140.00888014,0.147728,0.0,20,-1.14865648746,6.636679172515869,97398.6,-31.0649,-15.9936,-8743.90484073,0.0,-4.16806,-17.4878,297.62688422203064,-42.8024186562,-11.464,0.0210858888873,353.0660109,0.147728,0.0505501031876,-13.1954,-1762.54477984,-7531.40585041,-1.19920659065,0.0636004,0.927669,0.00642988877371
-4.00505,11.5135,-12.7522,-11.1333,-0.103849891274,-0.0025271097029,17.8552,0.09613037109375,0.3439943790435791,1.02108,6.13429,-2.23065,0.9774157001,34,8.54262375831604,-9069.3329792,0.247179,0.0,20,-1.15134644508,6.652820110321045,100054.0,-31.6217,-15.6245,-8604.08960682,0.0,-0.794464,-17.2082,306.17567777633667,-40.3148725498,-11.4675,0.0257472558778,305.922004894,0.247179,0.0581963062286,-13.1939,-1746.04197482,-7809.74757457,-1.20954275131,0.072846,0.939449,0.00992317404598
-3.40142,11.5036,-12.7095,-11.1351,-0.103431594043,-0.00252505139804,17.5497,0.0936894416809082,0.353496789932251,1.01987,5.60219,-2.30427,0.977535431939,35,8.422740459442139,-8859.78316927,0.221696,0.0,20,-1.15035748482,6.5064537525177,99069.3,-30.5076,-15.2454,-8462.52345079,0.0,-3.86518,-16.925,314.60480523109436,-46.1295092338,-11.4642,0.0136976269736,330.014242243,0.221696,0.0493870973587,-13.1417,-1701.80551886,-7381.53059649,-1.19974458218,0.0809375,0.948631,0.00642334902659
-3.42019,11.5026,-12.6941,-11.1194,-0.102998591668,-0.0024817104027,17.6963,0.09894156455993652,0.3474578857421875,1.01975,5.68181,-2.37334,0.979739094226,36,8.525919914245605,-8927.88595533,0.175775,0.0,20,-1.15026068687,6.640722036361694,98973.5,-31.3679,-15.3229,-8495.84066572,0.0,-5.13916,-16.9917,323.1381733417511,-40.2877972841,-11.4444,0.0249047075026,263.75183502,0.175775,0.0475836992264,-13.1429,-1709.04630244,-7764.05610943,-1.1978443861,0.0753266,0.946915,0.00648177787662
-3.57807,11.4924,-12.6619,-11.1274,-0.103807415862,-0.00250268053383,17.7149,0.09244155883789062,0.3381845951080322,1.01842,5.84917,-2.41687,0.977716901607,37,8.502196073532104,-9028.79310131,0.188082,0.0,20,-1.14923560619,6.630835294723511,97964.1,-31.9133,-15.2981,-8605.19163958,0.0,-2.85176,-17.2104,331.6471962928772,-45.051720812,-11.458,0.0162066547716,375.969611495,0.188082,0.0519213676453,-13.1037,-1716.63526687,-7335.3134253,-1.20115697384,0.0759487,0.942639,0.00640669697896
-3.59333,11.507,-12.6478,-11.1347,-0.10380526486,-0.00254156129662,18.0256,0.09193801879882812,0.34139060974121094,1.02045,5.97258,-2.56719,0.979198731949,38,8.534677028656006,-9030.8380146,0.152043,0.0,20,-1.15070056915,6.615159749984741,99409.7,-33.1326,-15.4584,-8707.05841119,0.0,-4.07508,-17.4141,340.18880128860474,-41.1782547097,-11.4665,0.0239903167373,288.759582872,0.152043,0.0511876344681,-13.0935,-1741.9024296,-7673.14135265,-1.20188820362,0.0654269,0.939587,0.00641361856833
-3.43446,11.5161,-12.6201,-11.1547,-0.104318151689,-0.00253985759616,18.3269,0.1017146110534668,0.33707094192504883,1.02164,5.90073,-2.66341,0.97818620521,39,8.548024892807007,-9245.41720676,0.214499,0.0,20,-1.15160930157,6.597323894500732,100318.0,-40.0015,-15.6635,-8809.53609192,0.0,-4.88399,-17.6191,348.7431490421295,-49.3583969014,-11.4724,0.00814121548269,383.947045831,0.214499,0.0483194589615,-13.0835,-1775.81072857,-7408.59027052,-1.19992876053,0.06213,0.94036,0.00652197049931
-3.34021,11.5089,-12.6518,-11.1512,-0.102788110699,-0.00252202873758,17.9618,0.10313796997070312,0.32804203033447266,1.0207,5.86387,-2.80541,0.965957939448,40,8.527194499969482,-9332.86280584,0.195559,0.0,20,-1.15089428425,6.610772609710693,99602.6,-31.6779,-15.1564,-8611.97492576,0.0,-3.76085,-17.2239,357.2772681713104,-38.927997877,-11.4812,0.0274541436822,604.837032213,0.195559,0.0498571395874,-13.1115,-1738.06096728,-6966.24156427,-1.20075142384,0.074352,0.941667,0.00651698093861
-3.5663,11.5017,-12.6975,-11.1492,-0.103635000313,-0.00250110868887,18.3106,0.10077834129333496,0.335141658782959,1.01971,6.02714,-2.77339,0.975815923103,41,8.500659227371216,-9418.53624916,0.189396,0.0,20,-1.15016889572,6.570047616958618,98882.9,-35.333,-15.5372,-8906.09717565,0.0,-4.09895,-17.8122,365.7849586009979,-42.8679572218,-11.4616,0.0204001945579,389.781857133,0.189396,0.0647988319397,-13.1566,-1766.36550847,-7839.00597906,-1.21496772766,0.0665675,0.93822,0.00988011341542
-3.57772,11.5,-12.6829,-11.1615,-0.102710371003,-0.00257872003977,18.0641,0.10335969924926758,0.3289799690246582,1.01949,5.97356,-2.66279,0.979637530662,42,8.401338338851929,-9455.99032974,0.205126,0.0,20,-1.14999818802,6.533650875091553,98714.1,-32.9595,-15.4013,-8994.9345175,0.0,-2.32337,-17.9899,374.1934735774994,-31.7448744077,-11.4643,0.041799342227,377.371096616,0.205126,0.0469748973846,-13.1163,-1797.33944707,-7868.99814796,-1.1969730854,0.0679584,0.938061,0.00648328987882
-3.1344,11.4686,-12.695,-11.1332,-0.103221551074,-0.00255600127639,18.4632,0.09577679634094238,0.30715441703796387,1.01553,5.36841,-2.65403,0.973524991012,43,8.610689640045166,-9487.27045822,0.210668,0.0,20,-1.14685797691,6.688307762145996,95662.5,-32.6959,-15.8091,-8796.86945429,0.0,-2.73879,-17.5937,382.8102922439575,-28.5419547094,-11.4603,0.0486936429314,316.99604322,0.210668,0.047191619873,-13.1326,-1759.37713285,-7990.01191092,-1.19404959679,0.0601246,0.946752,0.00640687718987
-3.14408,11.4676,-12.6839,-11.1137,-0.102680098718,-0.00252819205471,18.2582,0.09064054489135742,0.32096433639526367,1.01543,5.29356,-2.55961,0.966200133586,44,8.569724798202515,-9230.80848217,0.179988,0.0,20,-1.14675939083,6.669674634933472,95567.7,-32.7721,-15.6986,-8580.48573467,0.0,-1.03732,-17.161,391.38714623451233,-42.1738404165,-11.4432,0.02086060994,551.931813608,0.179988,0.0483511686325,-13.1216,-1749.40604746,-7483.41088629,-1.19511055946,0.0675116,0.946368,0.00644130539149
-2.93703,11.4621,-12.6368,-11.1118,-0.10149389937,-0.00256073668844,17.7979,0.1009361743927002,0.3228771686553955,1.01483,5.03324,-2.511,0.964304570808,45,8.538942813873291,-9292.9199276,0.176204,0.0,20,-1.14620804787,6.626511812210083,95042.2,-32.5854,-15.2869,-8484.24588945,0.0,-3.15982,-16.9685,399.93228554725647,-38.7763491741,-11.4448,0.0265019377102,594.360895596,0.176204,0.0601835250854,-13.0584,-1742.28152352,-7211.98402166,-1.20639157295,0.0815062,0.949382,0.00986118335277
-2.80974,11.4441,-12.6004,-11.1126,-0.102624235829,-0.00256809307276,18.328,0.0989065170288086,0.30942845344543457,1.01256,4.92865,-2.64568,0.975870199156,46,8.432239055633545,-9177.21392155,0.150999,0.0,20,-1.1444119215,6.603396415710449,93351.0,-31.5045,-15.6823,-8626.39778687,0.0,-1.52773,-17.2528,408.3713915348053,-28.9463523233,-11.4297,0.047299624255,435.327492953,0.150999,0.0481644868851,-13.0386,-1755.22916483,-7424.00303316,-1.19257640839,0.0658553,0.950477,0.00641640182585
-3.11566,11.4403,-12.6203,-11.1633,-0.102695099424,-0.0025341408658,18.4792,0.09542393684387207,0.34102630615234375,1.01209,5.22769,-2.57767,0.968643839667,47,8.60516095161438,-9717.75407314,0.179613,0.0,20,-1.14403378963,6.692617893218994,92998.5,-33.7379,-15.9016,-8929.04841762,0.0,-3.29197,-17.8581,416.98324275016785,-37.1421372247,-11.4698,0.0309449658406,580.202148134,0.179613,0.0617113113403,-13.054,-1810.9097363,-7386.71808004,-1.20574510098,0.0630547,0.944189,0.00995308440179
-2.93413,11.4345,-12.562,-11.0947,-0.101266768438,-0.00254720345749,18.1883,0.10664153099060059,0.32537126541137695,1.01137,5.06524,-2.65636,0.976274593034,48,8.467803716659546,-9340.82752895,0.170507,0.0,20,-1.14344859123,6.572874307632446,92455.3,-34.5271,-15.532,-8779.96513948,0.0,-3.24336,-17.5599,425.4573712348938,-30.2115249555,-11.4262,0.0433909219846,392.413673674,0.170507,0.0450332164764,-12.9983,-1793.48022813,-7858.33090591,-1.18848180771,0.0636896,0.945055,0.00644804630429
