AvgRewardFwd,AverageReturn,AvgRewardContact,NumTrajs,LossAfter,ExplainedVariance,ProcessExecTime,PolicyExecTime,ItrTime,dLoss,Time,AveragePolicyStd,AverageDiscountedReturn,MeanKL,Entropy,LossBefore,StdReturn,AvgRewardCtrl,MinReturn,Iteration,EnvExecTime,MeanKLBefore,Perplexity,AvgRewardFlipped,MaxReturn
-0.0262930863129,-65.8064605205,-0.00223834727089,40,-1.16917133331,1.56306301236e-10,0.15745878219604492,0.3192436695098877,14.040392875671387,0.0340201854706,14.040388107299805,1.0,-15.3218415954,0.00646800547838,11.3515,-1.13515114784,19.6836100426,-0.103081487457,-109.833609531,0,10.95212984085083,0.0,85093.5,0.0,-23.731387999
-0.0234667819669,-64.6397582394,-0.00222717923409,40,-1.17734515667,0.217307336949,0.16185307502746582,0.29700469970703125,12.930601596832275,0.040983915329,26.974964141845703,1.00152,-12.9415859221,0.00988190621138,11.3636,-1.13636124134,18.8798985598,-0.103585555278,-100.816709054,1,11.004173040390015,0.0,86130.2,0.0,-28.8226982486
-0.00762931913423,-56.2985006863,-0.00224252365042,40,-1.1698038578,0.0872161397147,0.19355082511901855,0.36862826347351074,13.845141887664795,0.0318155288696,40.82402968406677,1.00356,-11.7497841774,0.00647319015115,11.3799,-1.13798832893,19.2280376655,-0.102725158588,-109.38538405,2,11.763823986053467,0.0,87542.6,0.0,-10.01896609
-0.0125945773463,-58.8907888205,-0.00223948509276,40,-1.17757606506,0.284753899314,0.1593635082244873,0.3236708641052246,12.976509094238281,0.0405938625336,53.805989503860474,1.0023,-12.3940084094,0.00990719161928,11.3698,-1.13698220253,21.6032356225,-0.102947515202,-110.9534444,3,11.265780448913574,0.0,86666.4,0.0,-16.561952203
0.0127592417232,-45.8482257237,-0.0022318655526,40,-1.17129182816,-1.99841165263,0.15749216079711914,0.3183174133300781,12.890151023864746,0.0336779356003,66.70385932922363,1.0031,-8.99966382031,0.00642508408055,11.3761,-1.13761389256,18.952479584,-0.102223827618,-74.1153884277,4,11.239194869995117,0.0,87215.6,0.0,-2.96592468155
0.00418099079431,-50.2360766445,-0.00225698973076,40,-1.17825210094,0.168748960538,0.16576242446899414,0.3181784152984619,12.93338918685913,0.0405790805817,79.64410257339478,1.00317,-10.4258729359,0.00986529700458,11.3767,-1.13767302036,21.0829894053,-0.102396154353,-93.6046237309,5,11.320406913757324,0.0,87267.5,0.0,-0.589112298347
0.00576504756274,-49.5452151016,-0.00227838551959,40,-1.16752517223,0.122250820101,0.16428875923156738,0.3560972213745117,13.219156265258789,0.0301153659821,92.8678879737854,1.00284,-11.1616232183,0.0064841248095,11.3741,-1.13740980625,23.3907324046,-0.102577092246,-96.1612418072,6,11.728760957717896,0.0,87037.6,0.0,0.915191805192
0.0136360244749,-45.441157928,-0.00225639885947,40,-1.16996753216,0.121088392413,0.1572895050048828,0.2998344898223877,12.591424942016602,0.0345144271851,105.46330213546753,1.00041,-8.79285057319,0.00643452443182,11.3545,-1.13545310497,24.5932223653,-0.102261941471,-97.1125810616,7,11.119834899902344,0.0,85351.1,0.0,29.4747075498
0.0310906358198,-36.7176798166,-0.00226465148354,40,-1.16719007492,0.133492304875,0.15552854537963867,0.3030121326446533,12.645546913146973,0.0315626859665,118.11279916763306,1.00063,-10.117932821,0.00642624218017,11.3563,-1.13562738895,25.1520927741,-0.102261343969,-93.7139287209,8,11.146930932998657,0.0,85500.1,0.0,14.0346325085
0.0229710206402,-40.5323273527,-0.00229224098577,40,-1.16509473324,0.094695624119,0.15513300895690918,0.2899801731109619,12.598515033721924,0.0307601690292,130.71552276611328,0.999019,-9.01586820333,0.00643066270277,11.3433,-1.13433456421,22.3864595025,-0.10174343436,-89.0808486114,9,11.11079716682434,0.0,84402.2,0.0,16.5330841589
