Entropy,AvgRewardFwd,ExplainedVariance,AverageDiscountedReturn,NumTrajs,Perplexity,AveragePolicyStd,Time,LossAfter,AvgRewardCtrl,AvgRewardFlipped,MinReturn,ProcessExecTime,StdReturn,IRLRewardMean,OriginalTaskAverageReturn,PolicyExecTime,AvgRewardContact,LossBefore,MeanKL,AverageReturn,MaxReturn,EnvExecTime,Iteration,IRLRewardMax,ItrTime,IRLRewardMin,dLoss,MeanKLBefore
11.3515,-0.0415939654391,3.43058914609e-14,-2141.95572998,20,85093.5,1.0,16.066016912460327,-1.18489301205,-0.100374325551,0.0,-11209.9495935,0.1558990478515625,176.946574702,-21.7885,-72.542731124,0.7226171493530273,-0.00311717125765,-1.13515114784,0.00993796810508,-10894.2566497,-10395.0662918,11.481218099594116,0,-7.21246,16.066331148147583,-34.3517,0.0497418642044,0.0
11.355,-0.0437287446319,0.993285906462,-2157.23955336,20,85391.1,1.00044,29.782184839248657,-1.18365716934,-0.100092113252,0.0,-11403.4501305,0.1607050895690918,174.218063431,-21.8142,-73.4765588326,0.6718306541442871,-0.00313225978176,-1.13549983501,0.00997497700155,-10907.1090817,-10742.8672543,11.96752405166626,1,-7.58475,13.67513394355774,-34.1698,0.0481573343277,0.0
11.3542,-0.0326176202482,0.990403499453,-2111.67366337,20,85318.9,1.00034,45.064066886901855,-1.18742251396,-0.100827745378,0.0,-10989.796236,0.26447057723999023,163.009395588,-21.4956,-68.2517121843,1.1006038188934326,-0.0030580587423,-1.13541460037,0.0099467234686,-10747.8239198,-10369.2688828,13.092830896377563,2,-6.1472,15.273442506790161,-34.8509,0.0520079135895,0.0
11.3762,-0.0295336371359,0.99254141655,-2110.5085362,20,87218.8,1.00311,59.22440314292908,-1.18943178654,-0.101378500282,0.0,-11072.9523649,0.1568920612335205,190.316619131,-21.4344,-66.9730978354,0.8119165897369385,-0.00303405825309,-1.13761758804,0.00987153314054,-10717.2224272,-10284.1053219,12.408093214035034,3,-6.96239,14.14955186843872,-33.279,0.051814198494,0.0
11.3849,-0.0368395818829,0.9925317751,-2099.54901098,20,87980.5,1.0042,74.06966757774353,-1.19712603092,-0.101693943547,0.0,-10862.066144,0.16932225227355957,127.522927067,-21.3888,-70.7755258676,0.9077141284942627,-0.00301752630474,-1.13848662376,0.00998898036778,-10694.4189875,-10416.2384605,12.939710855484009,4,-5.81661,14.825928688049316,-34.1406,0.0586394071579,0.0
11.3802,-0.0400314245535,0.992628636664,-2116.19222226,20,87566.7,1.00362,89.86578726768494,-1.17852437496,-0.102789094006,0.0,-10987.4402294,0.18466830253601074,151.024558834,-21.4356,-72.9064072522,1.0830042362213135,-0.00299229594448,-1.13801538944,0.0065117017366,-10717.8121327,-10325.8039007,13.691769123077393,5,-6.2172,15.787742137908936,-33.7576,0.0405089855194,0.0
11.3891,-0.0362822617077,0.992273261299,-2097.11887418,20,88351.8,1.00473,106.06332898139954,-1.18907034397,-0.102545890978,0.0,-10967.741478,0.15984153747558594,126.983171401,-21.3787,-70.9206832147,1.1413981914520264,-0.00301321374406,-1.13890814781,0.00970224197954,-10689.3628253,-10448.3707156,14.047425508499146,6,-6.79542,16.18854546546936,-33.8617,0.0501621961594,0.0
11.3885,-0.0371331069425,0.992787277949,-2096.4774388,20,88297.1,1.00465,121.63351106643677,-1.19228875637,-0.102656077176,0.0,-10923.6347103,0.2021937370300293,172.39517522,-21.2721,-71.3701715598,0.9253036975860596,-0.00295115900149,-1.13884663582,0.00979958474636,-10636.071838,-10236.7876682,13.52543330192566,7,-6.0949,15.560341358184814,-34.4757,0.0534421205521,0.0
11.3979,-0.0395242789841,0.993620268317,-2084.16140862,20,89131.8,1.00585,137.49465227127075,-1.1808809042,-0.103131198964,0.0,-10823.1711178,0.17319154739379883,144.811708569,-21.1923,-72.8135613551,1.0568649768829346,-0.00297164476171,-1.13978683949,0.00646664295346,-10596.1483787,-10317.4604845,13.7657470703125,8,-6.9965,15.851728200912476,-32.9195,0.0410940647125,0.0
11.4077,-0.0163442403222,0.990654177733,-2071.27870162,20,90014.9,1.00715,152.99929332733154,-1.17824411392,-0.10300752316,0.0,-10819.0912504,0.17431282997131348,209.200812278,-21.0754,-61.1319221486,1.0519201755523682,-0.00291208081521,-1.14077270031,0.00640592817217,-10537.695144,-10079.1109085,13.560388565063477,9,-6.99868,15.492927551269531,-33.8141,0.0374714136124,0.0
