LossAfter,AvgRewardFwd,ProcessExecTime,AvgRewardCtrl,AverageDiscountedReturn,Time,ItrTime,EnvExecTime,dLoss,Entropy,Iteration,MeanKLBefore,AveragePolicyStd,AvgRewardFlipped,MeanKL,Perplexity,AverageReturn,NumTrajs,MinReturn,PolicyExecTime,MaxReturn,StdReturn,ExplainedVariance,LossBefore,AvgRewardContact
-0.291462630033,1.77525029967,0.14560556411743164,-0.103351888995,148.856665592,15927.09638595581,11.410623788833618,10.111914873123169,0.0214962363243,2.69966,1344,0.0,0.340828,0.0,0.00999092403799,14.8747,835.323977957,40,239.05481364,0.248337984085083,939.265183587,101.233258435,0.912085541926,-0.269966393709,-0.00125045476371
-0.296934902668,1.74105198892,0.14515280723571777,-0.10357930623,146.668485116,15938.51067495346,11.410351753234863,10.107884883880615,0.0255248844624,2.7141,1345,0.0,0.341441,0.0,0.00996860768646,15.091,818.105305519,40,69.0899612196,0.24660491943359375,901.365231386,152.132282501,0.862032847858,-0.271410018206,-0.00126207164979
-0.289535999298,1.79732350996,0.14844131469726562,-0.104195071226,148.92169782,15949.936158657074,11.421452283859253,10.105775117874146,0.0174148976803,2.72121,1346,0.0,0.341748,0.0,0.00644160620868,15.1987,845.932542805,40,657.222962494,0.24503111839294434,902.487691832,48.7314900248,0.916733868494,-0.272121101618,-0.00126335312798
-0.297050625086,1.75990049757,0.15140128135681152,-0.10344194689,150.572588513,15961.355211496353,11.415021419525146,10.109869718551636,0.0247965455055,2.72254,1347,0.0,0.341822,0.0,0.00999812502414,15.219,827.598641189,40,151.594607164,0.2453162670135498,903.893395067,121.627740356,0.645733914115,-0.27225407958,-0.00126126829961
-0.293400198221,1.76122208458,0.14422321319580078,-0.103381591485,147.986476593,15972.751573324203,11.392132759094238,10.083791494369507,0.0211704969406,2.7223,1348,0.0,0.341814,0.0,0.00998865440488,15.2152,828.285286009,40,362.424881577,0.25419187545776367,905.37132786,96.9409232983,0.872144544617,-0.272229701281,-0.00126992107937
-0.305207341909,1.73511055196,0.14731764793395996,-0.103642811111,145.350418515,15984.179644823074,11.424117803573608,10.100583553314209,0.0336436629295,2.71564,1349,0.0,0.341526,0.0,0.0064348205924,15.1142,815.103459963,40,70.3466878958,0.24659347534179688,899.875978144,146.978679047,0.838050859129,-0.27156367898,-0.00126082092446
-0.294229030609,1.76015753334,0.14764118194580078,-0.103108889253,148.606199362,15995.624563932419,11.4410080909729,10.117591381072998,0.023490935564,2.70738,1350,0.0,0.34122,0.0,0.00641788495705,14.99,827.890678978,40,113.800285179,0.24702000617980957,911.388810734,135.365699296,0.797201804414,-0.270738095045,-0.00126728612742
-0.297492921352,1.73896944693,0.14642596244812012,-0.104145993913,148.730973175,16007.080862998962,11.451840877532959,10.145679235458374,0.0261600017548,2.71333,1351,0.0,0.34149,0.0,0.00993498973548,15.0794,816.770821735,40,250.03317313,0.25550174713134766,914.626819453,144.960184406,0.847913000274,-0.271332919598,-0.00128180954922
-0.297741234303,1.78603822136,0.14578843116760254,-0.103112682999,150.590081484,16018.461495161057,11.376128673553467,10.062686204910278,0.0253151357174,2.72426,1352,0.0,0.341986,0.0,0.0099932346493,15.2452,840.83280718,40,528.533354276,0.243086576461792,915.443273725,73.8601405823,0.876315403563,-0.272426098585,-0.00125992400256
-0.295346409082,1.76413973617,0.14897584915161133,-0.103693122158,146.588358349,16029.924538612366,11.459098815917969,10.133107423782349,0.0230593383312,2.72287,1353,0.0,0.341938,0.0,0.00641601579264,15.2239,829.591746982,40,149.139692048,0.2485973834991455,903.665743503,114.714861574,0.862260979843,-0.272287070751,-0.00126312004933
-0.293046206236,1.66475579824,0.15364837646484375,-0.102401173178,146.938695424,16041.457579612732,11.529093265533447,10.191002130508423,0.0209145843983,2.72132,1354,0.0,0.341856,0.0,0.00640151230618,15.2003,780.540918811,40,173.59423157,0.2463235855102539,908.286441977,183.107364249,0.740435443392,-0.272131621838,-0.00127278743721
-0.292825728655,1.82099475271,0.14737510681152344,-0.103460314334,149.466383574,16052.818664073944,11.356758832931519,10.059269428253174,0.0204719305038,2.72354,1355,0.0,0.34194,0.0,0.00999835319817,15.2341,858.141237879,40,788.977875945,0.24580049514770508,903.066194949,29.7043271995,0.91817205832,-0.272353798151,-0.00125196261491
-0.291848391294,1.79178678369,0.14770746231079102,-0.103925994125,152.121476663,16064.24564576149,11.422920227050781,10.099009037017822,0.0198427140713,2.72006,1356,0.0,0.34182,0.0,0.00642835069448,15.1812,843.302826001,40,376.180171035,0.24677109718322754,915.356472856,94.1114145184,0.857272529543,-0.272005677223,-0.00125513756295
-0.287272721529,1.80411113574,0.15348172187805176,-0.10389292589,150.333676901,16075.643677473068,11.39417314529419,10.076531171798706,0.0161066353321,2.71166,1357,0.0,0.341467,0.0,0.00641197757795,15.0543,849.482721247,40,630.369955677,0.24393820762634277,930.542953234,46.1247325424,0.93862986831,-0.271166086197,-0.00125276735734
-0.297900557518,1.78402704072,0.14371132850646973,-0.10417142502,147.920395593,16087.053110599518,11.405594825744629,10.0870943069458,0.0270958840847,2.70805,1358,0.0,0.341334,0.0,0.00640272907913,15.0,839.297949667,40,257.570822829,0.24713993072509766,917.603502107,101.074716967,0.713253435079,-0.270804673433,-0.00125971636299
-0.289629012346,1.80195881369,0.15246200561523438,-0.103627790469,147.997534161,16098.46357536316,11.406264066696167,10.076544284820557,0.0195153653622,2.70114,1359,0.0,0.34103,0.0,0.00641974201426,14.8967,848.538316201,40,652.935783875,0.24602293968200684,929.39657329,52.053623105,0.911547031391,-0.270113646984,-0.00125439081771
-0.289673626423,1.77194146711,0.14336180686950684,-0.103762009533,150.389356097,16109.862187623978,11.394584894180298,10.077120304107666,0.0201624035835,2.69511,1360,0.0,0.340768,0.0,0.00640077283606,14.8072,833.453739028,40,328.264380483,0.24611926078796387,917.431019771,106.546472421,0.862034161652,-0.269511222839,-0.00127197951548
-0.293573200703,1.74517135736,0.14368677139282227,-0.104206766506,143.551303896,16121.381578207016,11.515194416046143,10.192775011062622,0.0238672196865,2.69706,1361,0.0,0.34087,0.0,0.00642508547753,14.836,819.850635464,40,23.0587700603,0.2515251636505127,907.408082477,164.464878142,0.855215081146,-0.269705981016,-0.00126331992409
-0.29538115859,1.77453701402,0.14267349243164062,-0.103813817711,145.584708838,16132.790217876434,11.404585599899292,10.11953067779541,0.0258948504925,2.69486,1362,0.0,0.340776,0.0,0.00998649466783,14.8035,834.72986753,40,86.0015466951,0.24538040161132812,933.552097927,132.170771876,0.868488780972,-0.269486308098,-0.00126346124939
-0.287540316582,1.79518738453,0.1506500244140625,-0.104002283941,149.746056375,16144.221141576767,11.426862001419067,10.1093909740448,0.0180423557758,2.69498,1363,0.0,0.340774,0.0,0.00640708627179,14.8052,844.954974791,40,362.772980576,0.2471015453338623,923.905391808,83.7527407416,0.905405268568,-0.269497960806,-0.00127515100304
-0.294719874859,1.73275171555,0.14477038383483887,-0.10392449853,149.300785507,16155.683713674545,11.45855164527893,10.160347938537598,0.0253271758556,2.69393,1364,0.0,0.34073,0.0,0.00994458328933,14.7896,813.783868583,40,94.8302869266,0.24568843841552734,911.527737344,178.196182679,0.787306913643,-0.269392699003,-0.00125947986029
-0.294178843498,1.76888985615,0.1472797393798828,-0.103352581754,148.952637213,16167.13136100769,11.443366765975952,10.122586965560913,0.0238870382309,2.70292,1365,0.0,0.341092,0.0,0.00997764151543,14.9232,832.137522435,40,236.353112746,0.24600434303283691,938.258167007,122.504173841,0.864807369806,-0.270291805267,-0.00126222952249
-0.28976136446,1.78377861985,0.1492905616760254,-0.103677340776,148.173013413,16178.569710731506,11.434245109558105,10.106191158294678,0.0199981033802,2.69763,1366,0.0,0.340858,0.0,0.00640878733248,14.8445,839.420664709,40,527.948111559,0.24439287185668945,931.963450107,76.3901739077,0.86838189625,-0.26976326108,-0.00125994965163
-0.298108398914,1.78605414572,0.14801025390625,-0.103789064272,148.161023888,16190.00261759758,11.4284086227417,10.108840465545654,0.0285826325417,2.69526,1367,0.0,0.340797,0.0,0.00640099029988,14.8094,840.514688663,40,544.008096203,0.24442362785339355,919.319684889,67.153542329,0.847266156852,-0.269525766373,-0.00123570412528
-0.288296163082,1.75765563862,0.14542436599731445,-0.103576728694,146.043567046,16201.427742958069,11.421120166778564,10.11231279373169,0.019169151783,2.69127,1368,0.0,0.340643,0.0,0.00640106201172,14.7504,826.411937889,40,262.850186252,0.24434638023376465,912.100881492,116.041649937,0.825496504784,-0.269127011299,-0.00125503415092
-0.288263201714,1.80917025129,0.14587926864624023,-0.103415578456,149.053793324,16212.833267450333,11.400997400283813,10.073110580444336,0.0194715559483,2.68792,1369,0.0,0.340511,0.0,0.00641116313636,14.701,852.256014293,40,767.469590593,0.2460651397705078,922.077570067,39.8968651785,0.932043354406,-0.268791645765,-0.00124264424607
-0.293729066849,1.79965734381,0.15258240699768066,-0.104044342569,149.166193401,16224.286798238754,11.449238061904907,10.127964735031128,0.0246370136738,2.69092,1370,0.0,0.340653,0.0,0.00641433196142,14.7453,847.183122477,40,469.460841723,0.24784541130065918,903.445992528,69.2908338208,0.818560439762,-0.269092053175,-0.00124675628388
-0.288852572441,1.77621087459,0.14340925216674805,-0.103137527153,146.977964,16235.7019572258,11.411046504974365,10.088616609573364,0.0197946727276,2.69058,1371,0.0,0.34063,0.0,0.00999192986637,14.7402,835.907667042,40,202.392069132,0.2454087734222412,893.790223822,106.567308879,0.805129572153,-0.269057899714,-0.00125801335427
-0.286237806082,1.77547287436,0.14347362518310547,-0.104167664813,149.110302141,16247.077828407288,11.371941089630127,10.079467296600342,0.0184932649136,2.67744,1372,0.0,0.340073,0.0,0.00641427841038,14.5479,835.008533246,40,199.58918452,0.24411869049072266,919.913940784,132.205834479,0.869992298441,-0.267744541168,-0.00128814305661
-0.422270715237,1.81121045484,0.1475663185119629,-0.103759359028,149.09456563,16258.480032920837,11.398175716400146,10.083404541015625,0.155019193888,2.67252,1373,0.0,0.339887,0.0,0.00643373653293,14.4763,853.094762219,40,681.385712862,0.24378228187561035,955.994502266,50.2769162761,0.774795153897,-0.267251521349,-0.00126157137256
-0.315570324659,1.79249024133,0.1437678337097168,-0.103495187693,150.967876761,16269.916286945343,11.432170629501343,10.113721370697021,0.0485319495201,2.67038,1374,0.0,0.339777,0.0,0.00642038555816,14.4455,843.874480805,40,522.27633487,0.24826383590698242,925.142024639,76.6844463319,0.863277997949,-0.267038375139,-0.00124609203221
-0.283071696758,1.83873358614,0.1524662971496582,-0.104013283637,151.407294686,16281.343588590622,11.423273086547852,10.101142644882202,0.0155017375946,2.6757,1375,0.0,0.34001,0.0,0.00641029141843,14.5225,866.733225291,40,813.357707981,0.24886798858642578,929.893556609,27.3065135221,0.963043947582,-0.267569959164,-0.00125385192253
-0.291164904833,1.79189393968,0.14404010772705078,-0.10375491203,149.367763085,16292.752148628235,11.404441595077515,10.10987901687622,0.0242162942886,2.66949,1376,0.0,0.339742,0.0,0.00999761465937,14.4326,843.431764741,40,109.692514457,0.24444937705993652,923.187222711,122.933086352,0.0197461861035,-0.266948610544,-0.00127549816909
-0.300888538361,1.78021338079,0.14688777923583984,-0.102967298053,151.508799858,16304.17553305626,11.419550895690918,10.097759485244751,0.0342095196247,2.66679,1377,0.0,0.339608,0.0,0.00641519855708,14.3937,837.98622513,40,273.228780539,0.2449958324432373,926.173662739,113.76669409,0.369222948786,-0.266679018736,-0.00127363247435
-0.283815562725,1.75990567584,0.14379215240478516,-0.102708574731,148.610664497,16315.618898391724,11.439324617385864,10.11905837059021,0.0170990228653,2.66717,1378,0.0,0.339634,0.0,0.00642173783854,14.3991,827.957763731,40,452.871169302,0.24489641189575195,918.627665525,106.387295388,0.858430689626,-0.26671653986,-0.00128157365019
-0.285974621773,1.81428709079,0.14347267150878906,-0.103418193369,149.661323578,16327.006056070328,11.383307218551636,10.086568355560303,0.0198163092136,2.66158,1379,0.0,0.339418,0.0,0.00995725113899,14.3189,854.801961063,40,773.398123976,0.24555230140686035,900.06862153,33.8196637039,0.942264380776,-0.266158312559,-0.0012649752966
-0.28651240468,1.76783697734,0.14420413970947266,-0.103228682954,148.235723258,16338.478308200836,11.467863321304321,10.152899742126465,0.0211844742298,2.65328,1380,0.0,0.339107,0.0,0.00640187738463,14.2005,831.674586106,40,55.9090085623,0.24786877632141113,908.929274421,159.588965472,0.7713318759,-0.26532793045,-0.00125912217504
-0.354738295078,1.80710695702,0.1508927345275879,-0.103657884042,149.551078498,16349.871791124344,11.389461040496826,10.0654878616333,0.0888874530792,2.65851,1381,0.0,0.339342,0.0,0.00996828172356,14.275,851.102886735,40,714.070869185,0.24500703811645508,914.615572027,48.3479581566,0.898800808832,-0.265850841999,-0.00124329951012
-0.2880654037,1.8166858625,0.1429431438446045,-0.104371396758,149.453951242,16361.218459129333,11.34257984161377,10.05453372001648,0.0214658081532,2.666,1382,0.0,0.339634,0.0,0.00999777205288,14.3823,855.524127358,40,746.711454446,0.2429821491241455,921.746527823,30.7336973298,0.955525906015,-0.266599595547,-0.00126621102912
-0.286682426929,1.81313574061,0.14430904388427734,-0.103575152505,149.136291443,16372.600671052933,11.3781418800354,10.078068256378174,0.0195342898369,2.67148,1383,0.0,0.339864,0.0,0.00998645368963,14.4614,854.153370881,40,744.804506765,0.24408864974975586,914.037209212,39.1534159323,0.943560393105,-0.267148137093,-0.00125384634078
-0.288441538811,1.80640472637,0.14330196380615234,-0.103054683426,147.714832136,16384.024694919586,11.419992208480835,10.115405559539795,0.0214515030384,2.6699,1384,0.0,0.339793,0.0,0.00641054054722,14.4385,851.05036185,40,408.061262913,0.2436220645904541,912.6998327,77.0398311589,0.890899084252,-0.266990035772,-0.00124931924902
