Entropy,AvgRewardFwd,ExplainedVariance,AverageDiscountedReturn,NumTrajs,Perplexity,AveragePolicyStd,Time,LossAfter,AvgRewardCtrl,AvgRewardFlipped,MinReturn,ProcessExecTime,StdReturn,IRLRewardMean,OriginalTaskAverageReturn,PolicyExecTime,AvgRewardContact,LossBefore,MeanKL,AverageReturn,MaxReturn,EnvExecTime,Iteration,IRLRewardMax,ItrTime,IRLRewardMin,dLoss,MeanKLBefore
11.3515,0.0374270840415,3.93018950717e-14,-2007.11490347,20,85093.5,1.0,17.611433506011963,-1.17272639275,-0.0959448732314,0.0,-10590.0108213,0.1972942352294922,256.957511132,-20.4911,-30.9511017119,0.8420591354370117,-0.0033844142338,-1.13515079021,0.00641571218148,-10245.5406579,-9580.96177387,12.455060005187988,0,-9.72965,17.611438989639282,-33.5887,0.0375756025314,0.0
11.356,0.00972997132438,0.988724356593,-2003.50491668,20,85473.2,1.00056,32.12713027000427,-1.18092024326,-0.0943229710405,0.0,-10691.7007103,0.17908430099487305,308.499129553,-20.2458,-43.9856466322,0.8995773792266846,-0.00337829354822,-1.13559567928,0.00980562437326,-10122.9202616,-9556.40899181,12.700747013092041,1,-9.16788,14.5029776096344,-33.4184,0.0453245639801,0.0
11.3436,0.0358763014892,0.990034485981,-1979.7024677,20,84420.5,0.999016,47.92523407936096,-1.17455601692,-0.0956935792423,0.0,-10410.0491285,0.2737884521484375,204.063289914,-20.1251,-31.577331145,0.9846177101135254,-0.00333738453698,-1.13435614109,0.00645028380677,-10062.5361645,-9759.19951534,13.496774911880493,2,-8.88393,15.787916421890259,-32.0348,0.0401998758316,0.0
11.3482,0.0237909784314,0.987521551993,-1980.5015947,20,84811.4,0.999605,62.299055099487305,-1.17242729664,-0.0959075031861,0.0,-10591.3133345,0.18758440017700195,280.277533736,-20.1102,-37.718735111,0.7361757755279541,-0.00332094546722,-1.13481867313,0.00647136289626,-10055.1223694,-9550.58081341,12.48818850517273,3,-9.73911,14.362267017364502,-33.5987,0.0376086235046,0.0
11.3498,0.0411773435809,0.986628123875,-1966.6057806,20,84951.2,0.99984,78.87807106971741,-1.17483794689,-0.0959893700114,0.0,-10322.0291033,0.18130707740783691,229.936024221,-19.9006,-29.0381309338,1.246671438217163,-0.00326423543715,-1.13498353958,0.00659106206149,-9950.30366964,-9525.96020889,14.357900619506836,4,-8.30484,16.563125133514404,-32.7623,0.0398544073105,0.0
11.3533,0.0414627043634,0.99086908088,-1952.19577879,20,85243.4,1.00029,96.90721917152405,-1.18927550316,-0.0964208889651,0.0,-10230.9290953,0.3090522289276123,238.465602259,-19.6446,-29.1202564762,1.4885997772216797,-0.00328232835076,-1.1353263855,0.00988165475428,-9822.30439415,-9453.8412447,15.249678134918213,5,-8.87822,17.966184616088867,-34.5828,0.0539491176605,0.0
11.375,0.0402693363872,0.990035530654,-1951.60009412,20,87112.8,1.00301,111.9171552658081,-1.18761253357,-0.0962810366503,0.0,-10234.5715637,0.37241172790527344,229.448680887,-19.585,-29.6398414322,0.873485803604126,-0.00326798260141,-1.13749575615,0.0098359035328,-9792.51843491,-9466.82222271,12.957190752029419,6,-9.12543,14.987752914428711,-32.064,0.05011677742,0.0
11.3831,0.0458980936984,0.986629543634,-1933.39139188,20,87825.2,1.00404,128.62462711334229,-1.18860721588,-0.0969873597538,0.0,-10364.8683634,0.27766966819763184,267.204098947,-19.59,-27.1814643555,1.2979726791381836,-0.00327366265561,-1.13831043243,0.00964247714728,-9794.99702787,-9481.54333115,14.241668224334717,7,-6.14223,16.679510354995728,-31.3862,0.0502967834473,0.0
11.3909,0.0328593817165,0.989114907524,-1929.82750922,20,88511.6,1.00504,145.19754791259766,-1.1783554554,-0.0983914238622,0.0,-10298.5162334,0.21375799179077148,258.432992435,-19.3327,-34.3851351004,1.2052862644195557,-0.00323822805508,-1.13908910751,0.00655112601817,-9666.35649953,-9352.4241972,14.33719277381897,8,-9.02661,16.55763268470764,-32.1432,0.0392663478851,0.0
11.3942,0.0436718061095,0.990929941158,-1929.51257323,20,88807.6,1.00548,161.55543327331543,-1.1806961298,-0.0974516285423,0.0,-10065.3194695,0.21655559539794922,214.103113319,-19.2544,-28.4944909332,1.1053657531738281,-0.0032091594337,-1.13942277431,0.00644761370495,-9627.21384728,-9201.05508041,13.990291118621826,9,-7.98572,16.338250160217285,-30.4325,0.041273355484,0.0
