Entropy,AvgRewardFwd,ExplainedVariance,AverageDiscountedReturn,NumTrajs,Perplexity,AveragePolicyStd,Time,LossAfter,AvgRewardCtrl,AvgRewardFlipped,MinReturn,ProcessExecTime,StdReturn,IRLRewardMean,OriginalTaskAverageReturn,PolicyExecTime,AvgRewardContact,LossBefore,MeanKL,AverageReturn,MaxReturn,EnvExecTime,Iteration,IRLRewardMax,ItrTime,IRLRewardMin,dLoss,MeanKLBefore
11.3515,0.015454684542,3.71924713249e-14,-2084.27783953,20,85093.5,1.0,16.964861392974854,-1.18577647209,-0.0961010172863,0.0,-10926.0593758,0.21853876113891602,314.460003657,-20.9894,-41.8919190868,0.7946009635925293,-0.00313750542926,-1.13515090942,0.00978422723711,-10494.7077715,-9911.46333027,11.864778757095337,0,-8.78898,16.96487021446228,-32.7828,0.0506255626678,0.0
11.3567,0.0120794849923,0.990181428723,-2092.69957964,20,85533.9,1.00066,31.41642689704895,-1.17331409454,-0.0956604492981,0.0,-10838.1412239,0.21497416496276855,176.633012059,-20.9877,-43.336356866,0.765449047088623,-0.0030917494261,-1.13566684723,0.00652915798128,-10493.8684662,-10199.6859236,12.193221092224121,1,-8.1166,14.418216705322266,-32.0368,0.0376472473145,0.0
11.3461,0.0158925728258,0.980589174706,-2083.26229709,20,84637.2,0.999334,45.89552974700928,-1.17880177498,-0.0962704289586,0.0,-10855.4292049,0.18401646614074707,313.591219017,-20.8302,-41.7357881257,0.7668066024780273,-0.00309372011859,-1.13461303711,0.00645781075582,-10415.0776686,-9704.02567863,12.756712198257446,2,-8.69359,14.463871240615845,-32.4132,0.0441887378693,0.0
11.3491,0.0254505662886,0.987051620635,-2070.02722257,20,84888.8,0.999702,60.29910469055176,-1.18762934208,-0.0957832290933,0.0,-10762.7046232,0.1770036220550537,349.444447053,-20.7362,-36.7347539996,0.8301167488098145,-0.00313684519442,-1.13490986824,0.00996452476829,-10368.1238023,-9502.11660004,12.571048021316528,3,-8.07243,14.394414901733398,-31.7166,0.0527194738388,0.0
11.3468,0.0175570476521,0.986492395906,-2074.50084626,20,84693.7,0.999442,76.01837730407715,-1.17357134819,-0.0963649628516,0.0,-10829.1007757,0.1812763214111328,300.198968204,-20.6306,-40.9292648012,0.9472768306732178,-0.00305061440289,-1.13467931747,0.00647232262418,-10315.3130885,-9817.93577623,13.846281051635742,4,-7.90408,15.70983099937439,-32.6867,0.0388920307159,0.0
11.3319,0.0271738758309,0.986000576538,-2060.40597164,20,83438.4,0.997576,93.07810497283936,-1.18444693089,-0.0966029463204,0.0,-10945.0814848,0.1990513801574707,350.65626036,-20.5012,-36.2400603101,1.2091455459594727,-0.00305105013065,-1.13318693638,0.00993333291262,-10250.6110893,-9376.54146051,14.417958498001099,5,-6.65412,17.04624366760254,-34.265,0.0512599945068,0.0
11.3548,0.0167232897266,0.985127941675,-2066.92671579,20,85371.8,1.00043,108.85766959190369,-1.17569005489,-0.0966521968748,0.0,-10856.3647327,0.16210651397705078,409.283015421,-20.4959,-41.511361292,1.156022548675537,-0.00309381543586,-1.13547730446,0.00645916443318,-10247.937871,-9399.00851727,13.79683232307434,6,-8.31061,15.767828464508057,-31.9916,0.0402127504349,0.0
11.3598,0.033032775183,0.981387885165,-2056.58801006,20,85803.3,1.00107,123.85473966598511,-1.17877984047,-0.0970783430942,0.0,-10741.2875681,0.16814613342285156,463.987229355,-20.0686,-33.5215918564,0.9243748188018799,-0.00299761580163,-1.13598096371,0.00641086371616,-10034.291174,-9069.56335258,13.124528169631958,7,-6.40915,14.981138467788696,-32.0657,0.0427988767624,0.0
11.3593,0.0353895390145,0.986852533649,-2044.48994529,20,85760.9,1.00101,140.46880078315735,-1.18852376938,-0.0971975077579,0.0,-10673.0096169,0.18117022514343262,373.488784864,-20.1199,-32.4178059079,1.1880528926849365,-0.00302764307233,-1.13593244553,0.00978242233396,-10059.9377887,-9134.58662415,14.06068730354309,8,-5.54584,16.604650735855103,-33.5465,0.0525913238525,0.0
11.3681,0.0464886022016,0.983236625784,-2012.24968376,20,86514.5,1.00212,155.73914527893066,-1.17579615116,-0.0968982182361,0.0,-10555.1007795,0.17818069458007812,358.956175743,-19.6983,-26.717240866,0.9203236103057861,-0.00302486569749,-1.13680684566,0.00648695742711,-9849.13611629,-9001.32937908,13.203675985336304,9,-4.17546,15.259252071380615,-34.0488,0.0389893054962,0.0
11.3538,0.0482469156594,0.986166284839,-2025.64356464,20,85290.2,1.00034,171.24583268165588,-1.19027853012,-0.0972048197718,0.0,-10326.2870626,0.19133543968200684,230.283572813,-19.8596,-26.0088450146,0.9560620784759521,-0.00305978591675,-1.13538146019,0.00995661318302,-9929.81261604,-9422.73693991,13.560062646865845,10,-5.68854,15.488981008529663,-31.7524,0.054897069931,0.0
