Entropy,AvgRewardFwd,ExplainedVariance,AverageDiscountedReturn,NumTrajs,Perplexity,AveragePolicyStd,Time,LossAfter,AvgRewardCtrl,AvgRewardFlipped,MinReturn,ProcessExecTime,StdReturn,IRLRewardMean,OriginalTaskAverageReturn,PolicyExecTime,AvgRewardContact,LossBefore,MeanKL,AverageReturn,MaxReturn,EnvExecTime,Iteration,IRLRewardMax,ItrTime,IRLRewardMin,dLoss,MeanKLBefore
11.3515,-0.0107804344679,3.61932706028e-14,-2106.35031261,20,85093.5,1.0,18.678871870040894,-1.16795682907,-0.0987376254908,0.0,-10883.4923544,0.20642590522766113,70.2903045698,-21.462,-56.673855031,0.8081696033477783,-0.00382965010332,-1.13515102863,0.00642015831545,-10730.9906556,-10607.2592344,13.34271502494812,0,-6.74821,18.67887783050537,-33.3206,0.0328058004379,0.0
11.3547,-0.00497235365521,0.988847301517,-2112.55987033,20,85367.0,1.00041,35.13257193565369,-1.17396724224,-0.0980765812544,0.0,-10919.5066566,0.20325016975402832,89.1748334866,-21.4592,-53.4652217707,0.847766637802124,-0.00388150863184,-1.13547158241,0.00642096716911,-10729.5830009,-10570.1403036,14.538227796554565,1,-7.10304,16.442392110824585,-32.2824,0.0384956598282,0.0
11.3563,-0.0106278332972,0.993278118548,-2093.10183131,20,85504.5,1.0006,50.029057025909424,-1.181853652,-0.0989976531244,0.0,-10882.1655006,0.20272088050842285,107.894178512,-21.4175,-56.7268428939,0.670835018157959,-0.00382819936631,-1.13563239574,0.00989401526749,-10708.7683214,-10515.0041609,13.284627676010132,2,-6.57649,14.886678695678711,-33.7078,0.0462212562561,0.0
11.364,-0.00866286310265,0.992988572822,-2085.3278851,20,86162.8,1.00157,65.75140857696533,-1.18367230892,-0.0985604459009,0.0,-10893.2223663,0.1545424461364746,112.359363561,-21.3213,-55.524933518,0.7849016189575195,-0.00382655803247,-1.13639843464,0.00969525892287,-10660.647267,-10479.3579688,13.817865133285522,3,-6.86557,15.711058616638184,-32.7257,0.0472738742828,0.0
11.3683,-0.0146781166138,0.993962962851,-2107.72134917,20,86533.9,1.00213,83.3419554233551,-1.18000078201,-0.0988051213908,0.0,-10788.8627453,0.19892048835754395,94.5997210682,-21.3319,-58.6243657355,1.0998477935791016,-0.00376549346645,-1.13682949543,0.00994238723069,-10665.9668032,-10356.2323236,15.29295825958252,4,-6.30983,17.57965922355652,-32.7698,0.0431712865829,0.0
11.3676,-0.00191314534377,0.992908574197,-2074.36580933,20,86472.6,1.00204,101.15879726409912,-1.17734396458,-0.0993443985207,0.0,-10746.3863239,0.24419069290161133,124.954380306,-21.0738,-52.4799333866,1.3085675239562988,-0.00370232290867,-1.13675832748,0.00643142545596,-10536.9132989,-10272.3223066,15.430453062057495,5,-7.04821,17.79689073562622,-33.9507,0.0405856370926,0.0
11.3778,-0.00941387367105,0.994357723834,-2089.82353772,20,87363.8,1.00332,117.59696221351624,-1.17394018173,-0.0992272308103,0.0,-10745.6747503,0.17020153999328613,110.564331632,-21.1349,-56.1901257028,1.1504430770874023,-0.00373914692421,-1.13778340816,0.00647942349315,-10567.4388708,-10354.1659117,14.269560813903809,6,-7.0025,16.41104555130005,-34.5725,0.0361567735672,0.0
11.3781,-0.0124790150262,0.99013450798,-2064.77049469,20,87382.7,1.00336,134.56854367256165,-1.1871945858,-0.0991998192183,0.0,-10797.695375,0.18585443496704102,172.814166678,-21.0185,-57.6636242524,1.2740662097930908,-0.00364841426018,-1.13780581951,0.00965655501932,-10509.2332513,-10044.017231,14.60890817642212,7,-6.66219,16.948313236236572,-32.2311,0.0493887662888,0.0
11.3827,-0.00194521176148,0.991149512006,-2057.95395146,20,87794.1,1.00398,151.56953287124634,-1.17598187923,-0.0991290400845,0.0,-10784.0713682,0.19086480140686035,152.078247157,-20.7667,-52.3431292114,1.131822109222412,-0.00361200657681,-1.13827478886,0.00646940525621,-10383.3716232,-10133.7273083,14.887412548065186,8,-6.59075,16.980360746383667,-34.3134,0.0377070903778,0.0
11.3947,0.00667443670025,0.977182514836,-2030.69730995,20,88852.0,1.00551,168.89499616622925,-1.17476332188,-0.098811062008,0.0,-10701.7108555,0.30717015266418457,208.367512063,-20.6132,-47.8593894917,0.9901144504547119,-0.00358215367568,-1.13947272301,0.00645854929462,-10306.6183737,-9663.02899361,15.267893314361572,9,-6.6535,17.27806043624878,-33.1279,0.0352905988693,0.0
11.3835,-0.000399186884143,0.991587453726,-2043.14860279,20,87862.2,1.00413,185.55736994743347,-1.17582893372,-0.0998115293188,0.0,-10607.13587,0.16552281379699707,182.630015495,-20.7273,-51.898549335,1.1890239715576172,-0.00358638246711,-1.13835215569,0.0064557432197,-10363.6429931,-9952.53242445,14.357123613357544,10,-6.18032,16.652945280075073,-33.7479,0.0374767780304,0.0
11.3924,0.00789121865932,0.991424155023,-2016.44932894,20,88642.4,1.00524,201.9706699848175,-1.18931770325,-0.099834469105,0.0,-10587.0790482,0.19553542137145996,204.466801581,-20.519,-47.7377987163,0.9949376583099365,-0.00353234698686,-1.1392364502,0.00993703957647,-10259.5122748,-9974.74867344,14.41861367225647,11,-7.1301,16.391727447509766,-32.3106,0.0500812530518,0.0
11.41,0.0190390101443,0.991517348068,-2010.00959485,20,90221.1,1.00751,219.83955430984497,-1.17820823193,-0.100064541429,0.0,-10451.4076424,0.2663254737854004,240.850220474,-20.2939,-42.2566842073,1.1118597984313965,-0.00348783712968,-1.14100193977,0.00645414600149,-10146.951526,-9628.56156063,15.481478452682495,12,-6.24177,17.848135232925415,-33.8525,0.0372062921524,0.0
11.4126,0.0138534702292,0.989987304976,-2003.25978965,20,90450.4,1.00784,238.02340579032898,-1.18597638607,-0.099641127016,0.0,-10475.5861349,0.2164926528930664,217.248974802,-20.2828,-44.6299773149,1.0376758575439453,-0.00347229784291,-1.14125549793,0.00998543389142,-10141.389113,-9614.07229662,15.969995737075806,13,-6.85801,18.16194987297058,-34.2611,0.0447208881378,0.0
11.3805,0.0221803506906,0.990104310348,-1986.58653207,20,87597.4,1.00386,255.00771069526672,-1.18438708782,-0.0988259038556,0.0,-10441.9788504,0.17680692672729492,261.782925987,-20.0877,-40.0429575083,0.9764223098754883,-0.00344036185152,-1.13805031776,0.0099576478824,-10043.8547537,-9470.37900257,14.992143154144287,14,-6.70962,16.97351884841919,-32.4436,0.0463367700577,0.0
11.3684,0.0242195014878,0.989176446621,-1990.39117882,20,86545.5,1.00234,272.58311891555786,-1.17561292648,-0.0994119711139,0.0,-10442.9839802,0.21861672401428223,254.343025819,-20.0139,-39.3342049149,1.1350188255310059,-0.00347594020361,-1.13684237003,0.00652878032997,-10006.9693753,-9498.97193718,15.214024782180786,15,-6.5257,17.56406283378601,-32.1093,0.0387705564499,0.0
