AveragePolicyStd,MinReturn,LossBefore,LossAfter,AvgRewardContact,dLoss,PolicyExecTime,AverageDiscountedReturn,StdReturn,ItrTime,Time,AvgRewardFlipped,AvgRewardCtrl,ExplainedVariance,AverageReturn,Perplexity,ProcessExecTime,MeanKL,Entropy,Iteration,AvgRewardFwd,MaxReturn,MeanKLBefore,EnvExecTime,NumTrajs
0.797985,35.15732192,-0.953244328499,-1.0040974617,-0.00152224873639,0.0508531332016,0.2952868938446045,69.4530828431,103.76710915,12.110069751739502,3236.191111087799,0.0,-0.118340813934,-0.6855642753,399.695643491,13800.3,0.15799641609191895,0.00987851992249,9.53245,255,0.919254349653,515.86944185,0.0,10.617469549179077,40
0.797332,7.86053356233,-0.952645421028,-0.979881227016,-0.00153129706958,0.0272358059883,0.2769453525543213,68.2734399616,83.1420529641,11.878161430358887,3248.073086977005,0.0,-0.119483858385,0.772806107657,405.398817545,13717.8,0.15579605102539062,0.00640345225111,9.52645,256,0.931812790545,484.734047977,0.0,10.398717880249023,40
0.795493,200.981103112,-0.95075315237,-0.983500361443,-0.00152386110445,0.0327472090721,0.2737414836883545,75.0508511874,60.7843651726,11.783201694488525,3259.8603644371033,0.0,-0.119503165042,0.764987354436,437.429142063,13460.7,0.1598520278930664,0.00994901917875,9.50753,257,0.995885310272,559.385324022,0.0,10.327675104141235,40
0.79345,87.9807661832,-0.94882619381,-0.977026939392,-0.00153195757448,0.0282007455826,0.37638020515441895,69.1944409534,105.323436388,14.348842859268188,3274.2132580280304,0.0,-0.118842868093,0.732942176463,394.747739076,13203.8,0.2514467239379883,0.00644386000931,9.48826,258,0.90987030382,524.043697486,0.0,12.348360776901245,40
0.790948,49.6252802227,-0.946150004864,-0.98133713007,-0.00154144762651,0.035187125206,0.40770649909973145,70.0949194691,77.681763043,15.328652143478394,3289.546518802643,0.0,-0.119066070253,0.755720966931,403.986598736,12855.2,0.23765325546264648,0.00997357908636,9.4615,259,0.928580715351,516.942131839,0.0,13.318686485290527,40
0.789876,-29.352795604,-0.944885134697,-0.970977902412,-0.00154336473833,0.0260927677155,0.39429306983947754,69.2394866738,98.9496183752,15.177199840545654,3304.7278649806976,0.0,-0.118518092218,0.737576972944,416.559661789,12693.6,0.25271129608154297,0.00643683411181,9.44885,260,0.953180780534,510.830274756,0.0,13.160006046295166,40
0.787652,11.1420625082,-0.942675113678,-0.972118556499,-0.00150576655823,0.0294434428215,0.3911886215209961,71.6018200397,93.4215248472,15.132015228271484,3319.8653655052185,0.0,-0.11738108176,0.747274529566,408.472326017,12416.1,0.22188591957092285,0.00641760462895,9.42675,261,0.935831500351,513.488288273,0.0,13.150428771972656,40
0.786314,-33.2753234828,-0.941339731216,-0.970841526985,-0.00152081496321,0.0295017957687,0.41094303131103516,69.5524736835,87.3078414881,15.247534036636353,3335.1169848442078,0.0,-0.118547233105,0.75572692023,411.273714744,12251.4,0.23088312149047852,0.00642999587581,9.4134,262,0.942615477556,514.568710827,0.0,13.254787683486938,40
0.785992,263.771359646,-0.940978705883,-0.967755973339,-0.00151828336014,0.0267772674561,0.2999892234802246,74.2275753209,49.1259435219,12.393258571624756,3347.5173490047455,0.0,-0.118749056973,0.767026070527,435.165784288,12207.3,0.1609172821044922,0.0064080087468,9.40979,263,0.990598908908,512.097825245,0.0,10.881977796554565,40
0.784536,339.228621124,-0.939478993416,-0.964497089386,-0.00153494043703,0.0250180959702,0.27590131759643555,73.4767065496,41.8003197731,11.85571575164795,3359.377098798752,0.0,-0.119236613047,0.78620632828,436.062862318,12025.6,0.1689291000366211,0.00642755581066,9.39479,264,0.992897278121,535.266405273,0.0,10.344464540481567,40
0.780906,-14.000829586,-0.935901582241,-0.96471786499,-0.00152133270921,0.0288162827492,0.27437877655029297,68.7255287775,135.257689038,11.869463205337524,3371.2506453990936,0.0,-0.116819882195,0.465089105278,391.31736248,11602.9,0.15201902389526367,0.00640848092735,9.35901,265,0.900975939864,527.922286117,0.0,10.392928838729858,40
0.780118,116.390472914,-0.935296475887,-0.961927354336,-0.00152347402659,0.0266308784485,0.3200416564941406,74.6584641336,70.8303941812,12.613502979278564,3383.867960691452,0.0,-0.11757751654,0.727908293098,433.7878451,11533.0,0.1668999195098877,0.00646061403677,9.35297,266,0.986676680765,538.240867476,0.0,11.052135467529297,40
0.777687,53.3983141285,-0.932838857174,-0.96686154604,-0.00153284084758,0.0340226888657,0.3426687717437744,71.8613997441,72.8876185632,13.141228675842285,3397.013412475586,0.0,-0.117390476576,0.739617231649,421.911894647,11253.0,0.16269969940185547,0.00997777841985,9.32839,267,0.962747106719,514.791559155,0.0,11.587910890579224,40
0.774849,47.7683036716,-0.929829895496,-0.956245422363,-0.0015381854088,0.0264155268669,0.2970297336578369,71.3170537635,105.219884138,12.306133508682251,3409.324384689331,0.0,-0.117442146283,0.649275814124,403.494002548,10919.4,0.18724751472473145,0.00643991492689,9.2983,268,0.925968336788,503.674585217,0.0,10.761812925338745,40
0.773239,-30.9547049566,-0.928170323372,-0.961550176144,-0.00153300347405,0.0333798527718,0.3351097106933594,71.3633630333,82.7011848888,12.966646432876587,3422.294839859009,0.0,-0.116722744449,0.793681756615,434.174900042,10739.7,0.19743776321411133,0.00998895429075,9.2817,269,0.986605548007,543.704192411,0.0,11.346608400344849,40
0.771183,121.047494681,-0.926064074039,-0.960533022881,-0.0015416710766,0.0344689488411,0.3426668643951416,72.2003925259,64.6951555275,13.102710723876953,3435.401360988617,0.0,-0.117267827673,0.716196816569,435.635062389,10515.8,0.1650850772857666,0.00640979362652,9.26064,270,0.990079623528,531.02209763,0.0,11.551965713500977,40
0.770169,-66.2056194271,-0.925094723701,-0.966373920441,-0.00152855565571,0.0412791967392,0.33425188064575195,71.4014903618,103.244641239,13.045634746551514,3448.4509420394897,0.0,-0.117655302156,0.626898422476,424.732898408,10414.4,0.17117619514465332,0.0099785393104,9.25095,271,0.968649654628,534.624353212,0.0,11.33781623840332,40
0.769036,76.266802992,-0.923821270466,-0.964077055454,-0.00151783735347,0.0402557849884,0.3149547576904297,74.751873583,69.5224306525,12.505125999450684,3460.960102558136,0.0,-0.117669505808,0.794919685279,446.991810016,10282.6,0.17351436614990234,0.00993486959487,9.23821,272,1.01317096319,525.633746899,0.0,10.992242813110352,40
0.771201,336.350380972,-0.925997197628,-0.958329498768,-0.00153364681067,0.0323323011398,0.29638195037841797,75.0428075432,42.0687344554,12.137101650238037,3473.1011757850647,0.0,-0.117652247146,0.771655420629,441.986342534,10508.9,0.161468505859375,0.00640461873263,9.25997,273,1.00315857903,528.998577055,0.0,10.646385908126831,40
0.770992,27.698377412,-0.925847768784,-0.963021457195,-0.00152300047697,0.0371736884117,0.34541964530944824,74.9305257009,90.6828245075,13.532320499420166,3486.6377825737,0.0,-0.117578876673,0.68903889646,433.180203958,10493.1,0.24619221687316895,0.00994218327105,9.25848,274,0.985462285067,518.919128163,0.0,11.622741222381592,40
0.770679,103.611823924,-0.925531148911,-0.953850209713,-0.00152266633405,0.0283190608025,0.3869011402130127,74.4416064015,96.0505618313,13.913629293441772,3500.5553982257843,0.0,-0.117533583188,0.780778267793,417.517187377,10460.0,0.18186020851135254,0.00641618482769,9.25531,275,0.954090624276,512.544137031,0.0,12.261824369430542,40
0.769885,142.119942822,-0.924682617188,-0.950187504292,-0.00150980358629,0.025504887104,0.3126096725463867,75.6410915911,61.7687732112,12.520262241363525,3513.079847574234,0.0,-0.117917766315,0.788208348803,451.931535194,10371.6,0.17081356048583984,0.0064200591296,9.24683,276,1.02329064029,544.358471136,0.0,10.943094968795776,40
0.768351,56.4392247983,-0.922921299934,-0.950761318207,-0.00150721906022,0.0278400182724,0.32800984382629395,71.0395541329,90.0447313335,12.768400192260742,3525.8522186279297,0.0,-0.118023474192,0.727087065883,432.570289931,10190.6,0.1651163101196289,0.00644742883742,9.22922,277,0.984671273114,549.828364546,0.0,11.188042402267456,40
0.76702,17.501500134,-0.921439945698,-0.950267016888,-0.00151940536443,0.0288270711899,0.2913188934326172,73.7418649463,112.255970218,12.23940134048462,3538.095558166504,0.0,-0.117350964217,-1.50463315035,425.214513235,10040.7,0.16754913330078125,0.00645027169958,9.2144,278,0.969299396053,515.594309976,0.0,10.683815479278564,40
0.765488,90.0109736679,-0.919743359089,-0.94838654995,-0.00152488699115,0.0286431908607,0.3140556812286377,73.5244003225,84.6953205352,12.61042332649231,3550.7104918956757,0.0,-0.117075189062,0.74858282768,432.578433289,9871.76,0.16130876541137695,0.00645984709263,9.19743,279,0.98375694263,552.282895371,0.0,11.07367205619812,40
0.764609,146.88609809,-0.918623924255,-0.967145502567,-0.0015173074608,0.0485215783119,0.3429100513458252,75.7764747263,59.2709474304,13.593173027038574,3564.3079385757446,0.0,-0.117823218629,0.617112315464,455.092729435,9761.87,0.22296953201293945,0.00995253864676,9.18624,280,1.02952598496,521.560817885,0.0,11.675706386566162,40
0.763341,107.405044413,-0.917515993118,-0.952807784081,-0.00151047015605,0.0352917909622,0.4516003131866455,76.051113026,83.599082341,16.29763150215149,3580.609834432602,0.0,-0.117420368925,0.724139971044,435.70489431,9654.33,0.2398228645324707,0.00643983855844,9.17516,281,0.990340627702,525.132308022,0.0,14.177875280380249,40
0.762954,100.640262262,-0.917110919952,-0.944930255413,-0.00151435125684,0.0278193354607,0.47884511947631836,74.0496647373,79.6390643813,16.215501308441162,3596.830297231674,0.0,-0.117229001251,0.683149766319,433.860509095,9615.31,0.25565505027770996,0.00642863940448,9.17111,282,0.986464370698,521.631116564,0.0,14.076969146728516,40
0.760771,117.86897922,-0.914915263653,-0.9525218606,-0.00151381374217,0.0376065969467,0.4464848041534424,71.4198909258,83.6829402858,15.880030870437622,3612.714409351349,0.0,-0.116530574372,0.760485140668,423.853949601,9406.47,0.2392129898071289,0.00997523311526,9.14915,283,0.965752287317,521.731920627,0.0,13.793010234832764,40
0.761492,114.442306805,-0.915626585484,-0.942889928818,-0.00152282890008,0.0272633433342,0.4256298542022705,74.2342454301,106.870213461,15.945863723754883,3628.664493560791,0.0,-0.11661804856,0.714928023638,423.037455412,9473.62,0.21966218948364258,0.00641574151814,9.15627,284,0.964215788284,586.943260604,0.0,13.87595820426941,40
